Association_ID	Microbe	Disease	Score	Pmid	Type	Position	Tendency	mtype	dtype
MBP00000703	Bacteroides	Rett syndrome	-0.215247159	27473171	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000704	Streptococcus thermophiles	Pervasive developmental disorder - not otherwise specified	0.480421619	24130822	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000705	Firmicutes str. c29	Type i diabetes mellitus	-0.674959431	22043294	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000706	Treponema socranskii	Obesity	0.50021693	19587155	Bacteria	Oral cavity	Increase	microbe	disease
MBP00000707	Campylobacter rectus	Obesity	0.524444434	19587155	Bacteria	Oral cavity	Increase	microbe	disease
MBP00000708	Caliciviridae	Gastroenteritis	1.349918863	NCIT C14304	Virus	Other	Increase	microbe	disease
MBP00000709	Lactobacillus fermentum	Probiotic	1.111358236	NCIT C86478	Bacteria	Other	Increase	microbe	disease
MBP00000710	Streptococcus pneumoniae	Virus respiratory tract infection	0.349701933		Mycoplasma	Nasal cavity	Increase	microbe	disease
MBP00000711	Alistipes onderdonkii	Systemic lupus erythematosus	-0.555679118	29196292	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000712	Bacteroidetes	Pseudomembranous enterocolitis	0.31711849	25909773	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000713	Mycobacterium scrofulaceum	Cervical adenocarcinoma	1.349918863	NCIT C86547	Bacteria	Other	Increase	microbe	disease
MBP00000714	Capnocytophaga gingivalis	Mouth neoplasm	0.50021693	15987522	Bacteria	Oral cavity	Increase	microbe	disease
MBP00000715	Trichosporon	Crohn's disease	-0.599701933	26574491	Bacteria	Other	Decrease	microbe	disease
MBP00000716	Coprococcus	Sclerosing cholangitis	-0.280013532	26887816	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000717	Staphylococcus aureus	Pneumonia	0.528192525	NCIT C50921	Bacteria	Other	Increase	microbe	disease
MBP00000718	Coxiella rickettsia (q fever)	Viral encephalitis	2.699837726	29955859	Rickettsia	Central nervous system	Increase	microbe	disease
MBP00000719	Coxsackie	Orchitis	2.699837726	29955859	Virus	Urinary tract	Increase	microbe	disease
MBP00000720	Bacteroidetes	Psoriasis	-0.31711849	25319745	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000721	Firmicutes	Otitis media	0.355271031	28397271	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00000722	Enterococcus raffinosus	Bacteriemia	1.349918863	NCIT C86375	Bacteria	Other	Increase	microbe	disease
MBP00000723	Plasmodium	Malaria	1.349918863	NCIT C98268	Parasite	Other	Increase	microbe	disease
MBP00000724	Spirochaeta turicatae (southwestern us)	Borrelia infectious disease	2.699837726	29955859	Bacteria	Other	Increase	microbe	disease
MBP00000725	Roseburia	Hashimoto's thyroiditis	0.241860992	29320965	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000726	Bacteroides fragilis	Crohn's disease	0.0	29533950	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000727	Streptococcus	Barrett's esophagus	-0.18761193	19394334	Bacteria	Oesophagus	Decrease	microbe	disease
MBP00000728	Streptococcus pneumoniae	Chronic rhinosinusitis	0.699403865	23656607	Mycoplasma	Other	Increase	microbe	disease
MBP00000729	Akkermansiaceae	Ulcerative colitis	-0.674959431	25596182	Bacteria	Other	Decrease	microbe	disease
MBP00000730	Sapovirus	Gastroenteritis	1.349918863	NCIT C112029	Virus	Other	Increase	microbe	disease
MBP00000731	Acremonium	Fusariosis	1.111358236	NCIT C118935	Parasite	Other	Increase	microbe	disease
MBP00000732	Desulfovibrio	Atopic eczema	0.344404608	27812181	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000733	Fusobacterium spp	Lymphangitis	1.921686475	29955859	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00000734	Haemophilus	Ischemia	0.0	23757279	Bacteria	Other	Increase	microbe	disease
MBP00000735	Parabacteroides	Ankylosing spondylitis	-0.295330946	28750650	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000736	Herpes simplex virus	Viral encephalitis	1.854739686	29955859	Virus	Central nervous system	Increase	microbe	disease
MBP00000737	Streptococcus anginosus	Urgency urinary incontinence	0.40516412	25006228	Bacteria	Urinary tract	Increase	microbe	disease
MBP00000738	Anaerotruncus	Parkinson's disease	0.40516412	28843021	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000739	Butyrivibrio	Hypertension	-0.424959431	28143587	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000740	Actinomyces bovis	Actinomycosis	1.349918863	NCIT C86107	Virus	Other	Increase	microbe	disease
MBP00000741	Blautia coccoides	Crohn's disease	-0.424959431	19235886	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000742	Bacteroides fragilis group	Anorexia nervosa	-0.599701933	26682545	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000743	Escherichia coli	Ankylosing spondylitis	0.285883806	28069576	Bacteria	Other	Increase	microbe	disease
MBP00000744	Peptoniphilus	Cystic fibrosis associated meconium ileum	0.424959431	27879060	Bacteria	Auditory meatus	Increase	microbe	disease
MBP00000745	Desulfovibrio desulfuricans	Autism	0.674959431	22202440	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000746	Microvirgula	Ischemia	-0.674959431	25865706	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000747	Veillonella atypica	Cystic fibrosis	0.524444434	24178246	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000748	Butyrate-producing bacterium m104/1	Type i diabetes mellitus	-0.674959431	22043294	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000749	Anaerostipes	Kidney stone	-0.361141305	29353409	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000750	Echovirus	Viral cardiomyopathy	2.699837726	NCIT C112272	Virus	Other	Increase	microbe	disease
MBP00000751	Prevotella oulorum	Systemic lupus erythematosus	0.555679118	28320468	Bacteria	Oral cavity	Increase	microbe	disease
MBP00000752	Porphyromonas	Otitis media	0.285883806	29458340	Bacteria	Nasal cavity	Increase	microbe	disease
MBP00000753	Odoribacter	Type 2 diabetes	-0.361141305	28008148	Bacteria	Urinary tract	Decrease	microbe	disease
MBP00000754	Corynebacterium macginleyi	Corneal edema	1.000433861	NCIT C86315	Bacteria	Other	Increase	microbe	disease
MBP00000755	Aggregatibacter actinomycetemcomitans	Pancreatic carcinoma	0.555679118	27742762	Bacteria	Oral cavity	Increase	microbe	disease
MBP00000756	Trichosporon asahii	Disseminated trichosporonosis	1.111358236	NCIT C114272	Bacteria	Other	Increase	microbe	disease
MBP00000757	Cytomegalovirus	Gastroenteritis	1.921686475	29955859	Virus	Gastrointestinal tract	Increase	microbe	disease
MBP00000758	Proteus myxofaciens	Pectobacterium carotovorum infection	1.349918863	NCIT C86687	Bacteria	Other	Increase	microbe	disease
MBP00000759	Clostridium cluster iv	Premature birth	-0.396473593	25372390	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000760	Mycobacterium	Heart failure	-0.50021693	29330424	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000761	Lactobacillaceae	Parkinson's disease	1.111358236	28506555	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000762	Human bocavirus type i	Bronchiolitis	2.699837726	29955859	Virus	Respiratory tract	Increase	microbe	disease
MBP00000763	Streptococcus pyogenes	Membranous glomerulonephritis	0.747858872	NCIT C86803	Bacteria	Other	Increase	microbe	disease
MBP00000764	Allisonella histaminiformans	Hiv infection	0.674959431	24034618	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000765	Ruminococcus lactaris	Ischemia	0.555679118	21820992	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000766	Pseudomonas	Seminal hyperviscosity	0.302119008	29500854	Bacteria	Genitals	Increase	microbe	disease
MBP00000767	Pseudoflavonifractor	Crohn's disease	-0.599701933	26789999	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000768	Bifidobacterium longum	Cirrhosis of liver	-0.436398804	21814872	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000769	Bartonella henselae	Lymphadenitis	2.699837726	29955859	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00000770	Bacteroidaceae	Ulcerative colitis	-0.449186935	25596182	Bacteria	Other	Decrease	microbe	disease
MBP00000771	Ruminococcaceae	Pouchitis	-0.302119008	26026389	Bacteria	Other	Decrease	microbe	disease
MBP00000772	Gardnerella	Bacteria vaginosis	2.245934674	20819230	Bacteria	Vagina	Increase	microbe	disease
MBP00000773	Staphylococcaceae	Cirrhosis of liver	1.199403865	24374295	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000774	Eubacterium brachy	Periodontitis	0.674959431	23303375	Bacteria	Oral cavity	Increase	microbe	disease
MBP00000775	Eubacterium	Ankylosing spondylitis	-0.313169924	28750650	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000776	Ruminococcus	Hepatitis c infection	-0.259269974	27625705	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000777	Veillonella dispar	Opisthorchiasis	0.367347201	27447938	Bacteria	Gallbladder	Increase	microbe	disease
MBP00000778	Fusicatenibacter saccharivorans	Ulcerative colitis	-0.674959431	27824645	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000779	Dialister	Chronic obstructive pulmonary disease	0.28894242	23071781	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00000780	Roseburia	Aids	-0.241860992	29411528	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000781	Staphylococcus epidermidis	Endocarditis	0.849918863	NCIT C86757	Bacteria	Other	Increase	microbe	disease
MBP00000782	Bacteroidetes	Clostridium difficile infection	-0.31711849	21050115	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000783	Klebsiella	Hypertension	0.31711849	29507058	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000784	Bilophila wadsworthia	Appendicitis	1.048888867	NCIT C86201	Bacteria	Other	Increase	microbe	disease
MBP00000785	Lactobacillus	Pulmonary arterial hypertension associated with another disease	-0.197838177	28316574	Bacteria	Urinary tract	Decrease	microbe	disease
MBP00000786	Faecalibacterium	Aids	-0.237912425	29411528	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000787	Escherichia	Sjogren syndrome	0.31711849	27087247	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000788	Stomatobaculum	Dental caries	-0.599701933	28326153	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00000789	Lactobacillus	Mouth neoplasm	0.197838177	21205002	Bacteria	Oral cavity	Increase	microbe	disease
MBP00000790	Actinomyces meyerii	Actinomycosis	1.349918863	NCIT C86109	Bacteria	Other	Increase	microbe	disease
MBP00000791	Centipeda	Chronic obstructive pulmonary disease	1.111358236	23071781	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00000792	Faecalibacterium prausnitzii	Atopic eczema	0.453723018	26431583	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000793	Acanthamoeba spp	Central nervous system infection	2.097777735	29955859	Parasite	Central nervous system	Increase	microbe	disease
MBP00000794	Acinetobacter	Kidney stone	0.339353761	29353409	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000795	Acanthamoeba lugdunensis	Granulomatous dermatitis	1.199403865	NCIT C119302	Bacteria	Other	Increase	microbe	disease
MBP00000796	Eubacterium	Colorectal cancer	0.0	21850056	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000797	Bacterium ic1379	Type i diabetes mellitus	0.674959431	22043294	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000798	Clostridium lavalense	Crohn's disease	-0.674959431	26789999	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000799	Mycobacteria	Bacterial endocarditis	2.222716471	29955859	Bacteria	Bloodstream	Increase	microbe	disease
MBP00000800	Dialister invisus	Colorectal cancer	-0.524444434	23940645	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000801	Prevotella tannerae	Atrophic gastritis	-0.524444434	28587343	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000802	Megasphaera	Ankylosing spondylitis	0.292089702	28750650	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000803	Streptococcus mutans	Crohn's disease	0.449186935	23060013	Bacteria	Oral cavity	Increase	microbe	disease
MBP00000804	Lactobacillus	Ischemia	0.197838177	22315951	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000805	Streptococcus	Hepatitis c infection	0.18761193	28561276	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000806	Flavonifractor plautii	Crohn's disease	-0.50021693	26789999	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000807	Escherichia	Hirschsprung disease - nail hypoplasia - dysmorphism	0.31711849	29652728	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000808	Dorea	Parkinson's disease	-0.928079796	28429209	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000809	Rickettsia africae	Tick infestation	1.349918863	NCIT C86720	Rickettsia	Other	Increase	microbe	disease
MBP00000810	Fusobacterium spp	Osteomyelitis	1.921686475	29955859	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00000811	Prevotellaceae	Obesity	0.463684921	19164560	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000812	Ruminococcus gnavus	Allergy	0.349701933	28912020	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000813	Enterovirus/parechovirus	Virus syndromes	2.39880773	29955859	Virus	Other	Increase	microbe	disease
MBP00000814	Treponema	Laryngeal squamous cell carcinoma	0.776854845		Bacteria	Throat	Increase	microbe	disease
MBP00000815	Peptostreptococcus	Colorectal cancer	1.952846576	26515465	Bacteria	Other	Increase	microbe	disease
MBP00000816	Adenovirus	Chronic bronchitis	1.699837726	29955859	Virus	Respiratory tract	Increase	microbe	disease
MBP00000817	Atopobium vaginae	Chlamydia	0.424959431	29313867	Bacteria	Cervix	Increase	microbe	disease
MBP00000818	Staphylococcus aureus	Infections	0.528192525	NCIT C50921	Bacteria	Other	Increase	microbe	disease
MBP00000819	Bifidobacterium catenulatum	Ischemia	-1.441264857	15667495	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000820	Aerococcus urinae	Endocarditis	1.048888867	NCIT C86122	Bacteria	Other	Increase	microbe	disease
MBP00000821	Gram-negative bacterium cl10-2b-4	Type i diabetes mellitus	-0.674959431	22043294	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000822	Peptoniphilus	Trichomonas vaginitis	0.424959431	23482642	Bacteria	Vagina	Increase	microbe	disease
MBP00000823	Brucellaceae	Hiv infection	0.674959431	24399150	Bacteria	Other	Increase	microbe	disease
MBP00000824	Roseomonas	Vitiligo	0.674959431	26758568	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00000825	Atopobium parvulum	Atherosclerosis	0.50021693	29018189	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000826	Parabacteroides	Sjogren syndrome	-0.295330946	27087247	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000827	Human herpesvirus 5	Myelitis	0.872797608	NCIT C112314	Virus	Other	Increase	microbe	disease
MBP00000828	Ruminococcus	Mucocutaneous lymph node syndrome	0.259269974	26322033	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000829	Mycobacterium szulgai	Lung disease	1.349918863	NCIT C86591	Bacteria	Other	Increase	microbe	disease
MBP00000830	Lachnospira	Type 1 diabetes	-0.349701933	27231166	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000831	Anoxybacillus	Alcoholic pancreatitis	0.555679118	29555983	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000832	Christensenella minuta	Crohn's disease	-0.599701933	26789999	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000833	Peptoniphilus gorbachii	Type 1 diabetes	-0.674959431	23274889	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000834	Spirochaeta parkeri (western us)	Borrelia infectious disease	2.699837726	29955859	Bacteria	Other	Increase	microbe	disease
MBP00000835	Staphylococcus	Disease-free	-0.329906621	27775059	Bacteria	Throat	Decrease	microbe	disease
MBP00000836	Lactobacillus salivarius	Hepatitis c infection	0.436398804	29718124	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000837	Bergeyella	Sjogren syndrome	-0.463684921	27087247	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00000838	Alphaproteobacteria	Obsolete chromosome disorder	0.599701933	26930255	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000839	Ruminococcus gnavus	Ulcerative colitis	0.349701933	28740343	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000840	Porphyromonas gingivalis	Periodontal	0.396473593	9495614	Bacteria	Oral cavity	Increase	microbe	disease
MBP00000841	Citrobacter farmeri	Colorectal cancer	0.674959431	23940645	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000842	Erysipelatoclostridium	Heart failure	0.599701933	29330424	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000843	Lactobacillus salivarius	Type 2 diabetes	0.436398804	23719380	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000844	Coprococcus	Azoospermia	-0.280013532	29456693	Bacteria	Genitals	Decrease	microbe	disease
MBP00000845	Peptostreptococcus	Trichomonas vaginitis	0.325474429	23482642	Bacteria	Vagina	Increase	microbe	disease
MBP00000846	Herpes simplex virus	Urethritis	1.854739686	29955859	Virus	Genitals	Increase	microbe	disease
MBP00000847	Clostridium leptum	Autism	-0.339353761	20603222	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000848	Lachnoanaerobaculum orale	Behcet's syndrome	-0.599701933	27283393	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00000849	Parabacteroides	Type i diabetes mellitus	-0.295330946	22043294	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000850	Haemophilus	Colorectal cancer	-0.27719328	28988196	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00000851	Streptococcus salivarius	Autism	-0.436398804	24130822	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000852	Lactobacillus	Gastroenteritis	0.197838177	27895859	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000853	Trypanosoma brucei gambiense	Human african trypanosomiasis	1.349918863	NCIT C125975	Bacteria	Other	Increase	microbe	disease
